.\\res\\npc\\skeCaptain.png,90,50,400,15,12,7,1,0
.\\res\\npc\\skeCaptain.png,90,50,400,15,12,6,2,0
.\\res\\npc\\paoBoss.png,250,125,700,32,30,12,1,0
.\\res\\npc\\paoBoss.png,250,125,700,32,30,13,2,0
.\\res\\npc\\redBat.png,160,90,550,25,20,7,3,0
.\\res\\npc\\redBat.png,160,90,550,25,20,11,3,0
.\\res\\npc\\priGuard.png,150,90,450,22,19,9,4,0
.\\res\\npc\\redMaster.png,400,260,500,47,45,15,4,0
.\\res\\npc\\stoneMonster.png,115,65,500,15,15,15,2,0
.\\res\\npc\\stoneMonster.png,115,65,500,15,15,16,3,0
.\\res\\npc\\highMaster.png,200,110,100,30,25,8,6,0
.\\res\\npc\\highMaster.png,200,110,100,30,25,14,6,0
.\\res\\npc\\bigBat.png,65,30,150,10,8,8,8,0
.\\res\\npc\\bigBat.png,65,30,150,10,8,10,8,0
.\\res\\npc\\bigBat.png,52,12,55,10,8,8,10,0
.\\res\\npc\\oldMan2.png,100,100,500,0,0,13,4,8
.\\res\\npc\\yellowDoor.png,0,0,0,0,0,15,5,1
.\\res\\npc\\yellowDoor.png,0,0,0,0,0,8,9,1
.\\res\\npc\\yellowDoor.png,0,0,0,0,0,10,9,1
.\\res\\npc\\yellowDoor.png,0,0,0,0,0,9,8,1
.\\res\\npc\\yellowDoor.png,0,0,0,0,0,12,11,1
.\\res\\npc\\yellowDoor.png,0,0,0,0,0,13,11,1
.\\res\\npc\\blueDoor.png,0,0,0,0,0,8,3,3
.\\res\\npc\\blueDoor.png,0,0,0,0,0,10,3,3
.\\res\\npc\\blueDoor.png,0,0,0,0,0,15,9,3
.\\res\\npc\\yellowKey.png,0,0,0,0,0,10,6,4
.\\res\\npc\\yellowKey.png,0,0,0,0,0,11,6,4
.\\res\\npc\\yellowKey.png,0,0,0,0,0,12,6,4
.\\res\\npc\\yellowKey.png,0,0,0,0,0,6,3,4
.\\res\\npc\\yellowKey.png,0,0,0,0,0,7,2,4
.\\res\\npc\\yellowKey.png,0,0,0,0,0,11,1,4
.\\res\\npc\\yellowKey.png,0,0,0,0,0,12,2,4
.\\res\\npc\\yellowKey.png,0,0,0,0,0,13,3,4
.\\res\\npc\\bluedMed.png,0,0,500,0,0,15,1,7
.\\res\\npc\\bluedMed.png,0,0,500,0,0,16,1,7
.\\res\\npc\\bluedMed.png,0,0,500,0,0,16,2,7
.\\res\\npc\\redGem.png,3,0,0,0,0,9,2,7
.\\res\\npc\\blueGem.png,0,3,0,0,0,9,1,7
