.\\res\\npc\\redPao.png,15,2,70,2,2,6,7,0
.\\res\\npc\\redPao.png,15,2,70,2,2,16,7,0
.\\res\\npc\\blackPao.png,35,10,200,5,5,7,1,0
.\\res\\npc\\blackPao.png,35,10,200,5,5,15,1,0
.\\res\\npc\\blackPao.png,35,10,200,5,5,9,11,0
.\\res\\npc\\blackPao.png,35,10,200,5,5,13,11,0
.\\res\\npc\\bat.png,20,5,100,3,3,6,5,0
.\\res\\npc\\bat.png,20,5,100,3,3,6,6,0
.\\res\\npc\\bat.png,20,5,100,3,3,16,5,0
.\\res\\npc\\bat.png,20,5,100,3,3,16,6,0
.\\res\\npc\\bigBat.png,65,30,150,10,8,10,4,0
.\\res\\npc\\bigBat.png,65,30,150,10,8,12,4,0
.\\res\\npc\\bigBat.png,65,30,150,10,8,11,5,0
.\\res\\npc\\redBat.png,160,90,550,13,10,11,4,0
.\\res\\npc\\ske.png,25,5,110,5,4,8,4,0
.\\res\\npc\\ske.png,25,5,110,5,4,14,4,0
.\\res\\npc\\monkey.png,75,45,300,13,10,10,7,0
.\\res\\npc\\monkey.png,75,45,300,13,10,12,7,0
.\\res\\npc\\monkey.png,75,45,300,13,10,11,8,0
.\\res\\npc\\priGuard.png,150,90,450,22,19,11,7,0
.\\res\\npc\\thief.png,0,0,0,0,0,11,1,14
.\\res\\npc\\yellowDoor.png,0,0,0,0,0,6,2,1
.\\res\\npc\\yellowDoor.png,0,0,0,0,0,8,2,1
.\\res\\npc\\yellowDoor.png,0,0,0,0,0,14,2,1
.\\res\\npc\\yellowDoor.png,0,0,0,0,0,16,2,1
.\\res\\npc\\blueDoor.png,0,0,0,0,0,11,9,3
.\\res\\npc\\redDoor.png,0,0,0,0,0,11,6,2
.\\res\\npc\\yellowDoor.png,0,0,0,0,0,11,3,1
.\\res\\npc\\yellowKey.png,0,0,0,0,0,10,10,4
.\\res\\npc\\yellowKey.png,0,0,0,0,0,12,10,4
.\\res\\npc\\redMed.png,0,0,200,0,0,8,5,7
.\\res\\npc\\redMed.png,0,0,200,0,0,8,6,7
.\\res\\npc\\redMed.png,0,0,200,0,0,14,9,5
.\\res\\npc\\redMed.png,0,0,200,0,0,14,6,7
.\\res\\npc\\redGem.png,3,0,0,0,0,10,8,7
.\\res\\npc\\redGem.png,3,0,0,0,0,12,8,7
.\\res\\npc\\blueGem.png,0,3,0,0,0,10,5,7
.\\res\\npc\\blueGem.png,0,3,0,0,0,12,5,7
