.\\res\\npc\\redSwordMan.png,750,650,900,77,70,9,1,0
.\\res\\npc\\swordMan.png,350,200,850,45,40,15,3,0
.\\res\\npc\\swordMan.png,350,200,850,45,40,14,7,0
.\\res\\npc\\oldMan1.png,0,0,0,0,0,13,11,16
.\\res\\npc\\oldMan2.png,0,0,0,0,0,15,11,17
.\\res\\npc\\yellowDoor.png,0,0,0,0,0,8,6,1
.\\res\\npc\\yellowDoor.png,0,0,0,0,0,11,6,1
.\\res\\npc\\yellowDoor.png,0,0,0,0,0,14,6,1
.\\res\\npc\\yellowDoor.png,0,0,0,0,0,8,8,1
.\\res\\npc\\yellowDoor.png,0,0,0,0,0,13,5,1
.\\res\\npc\\yellowDoor.png,0,0,0,0,0,15,4,1
.\\res\\npc\\blueDoor.png,0,0,0,0,0,11,8,3
.\\res\\npc\\greenDoor.png,0,0,0,0,0,7,7,13
.\\res\\npc\\officeDoor.png,0,0,0,0,0,13,8,11
.\\res\\npc\\officeDoor.png,0,0,0,0,0,15,8,11
.\\res\\npc\\yellowKey.png,0,0,0,0,0,8,3,4
.\\res\\npc\\yellowKey.png,0,0,0,0,0,8,4,4
.\\res\\npc\\yellowKey.png,0,0,0,0,0,8,9,4
.\\res\\npc\\yellowKey.png,0,0,0,0,0,8,10,4
.\\res\\npc\\yellowKey.png,0,0,0,0,0,10,3,4
.\\res\\npc\\yellowKey.png,0,0,0,0,0,10,4,4
.\\res\\npc\\yellowKey.png,0,0,0,0,0,14,1,4
.\\res\\npc\\yellowKey.png,0,0,0,0,0,14,2,4
.\\res\\npc\\yellowKey.png,0,0,0,0,0,14,3,4
.\\res\\npc\\redKey.png,0,0,0,0,0,15,1,5
.\\res\\npc\\blueKey.png,0,0,0,0,0,15,2,6
.\\res\\npc\\redMed.png,0,0,200,0,0,11,9,7
.\\res\\npc\\redMed.png,0,0,200,0,0,11,10,7
.\\res\\npc\\redMed.png,0,0,200,0,0,11,11,7
.\\res\\npc\\blueMed.png,0,0,500,0,0,10,9,7
.\\res\\npc\\blueMed.png,0,0,500,0,0,10,10,7
.\\res\\npc\\blueredMed.png,0,0,500,0,0,10,11,7
.\\res\\npc\\blueredMed.png,0,0,500,0,0,10,2,7
.\\res\\npc\\redGem.png,3,0,0,0,0,12,1,7
.\\res\\npc\\redGem.png,3,0,0,0,0,12,2,7
.\\res\\npc\\redGem.png,3,0,0,0,0,12,3,7
.\\res\\npc\\redGem.png,3,0,0,0,0,8,11,7
.\\res\\npc\\blueGem.png,0,3,0,0,0,13,1,7
.\\res\\npc\\blueGem.png,0,3,0,0,0,13,2,7
.\\res\\npc\\blueGem.png,0,3,0,0,0,13,3,7
.\\res\\npc\\blueGem.png,0,3,0,0,0,8,2,7
